port,description,risk_score,risk_reason
520,extended file name server,50,Well-known port default risk.  These ports should not be providing services
521,ripng,50,Well-known port default risk.  These ports should not be providing services
522,ULP,50,Well-known port default risk.  These ports should not be providing services
523,IBM-DB2,50,Well-known port default risk.  These ports should not be providing services
524,NCP,50,Well-known port default risk.  These ports should not be providing services
525,timeserver,50,Well-known port default risk.  These ports should not be providing services
526,newdate,50,Well-known port default risk.  These ports should not be providing services
527,Stock IXChange,50,Well-known port default risk.  These ports should not be providing services
528,Customer IXChange,50,Well-known port default risk.  These ports should not be providing services
529,IRC-SERV,50,Well-known port default risk.  These ports should not be providing services
530,RPC,60,Prohibited by policy
531,chat,50,Well-known port default risk.  These ports should not be providing services
532,readnews,50,Well-known port default risk.  These ports should not be providing services
533,for emergency broadcasts,50,Well-known port default risk.  These ports should not be providing services
534,windream Admin,50,Well-known port default risk.  These ports should not be providing services
535,iiop,50,Well-known port default risk.  These ports should not be providing services
536,opalis-rdv,50,Well-known port default risk.  These ports should not be providing services
537,Networked Media Streaming Protocol,50,Well-known port default risk.  These ports should not be providing services
538,gdomap,50,Well-known port default risk.  These ports should not be providing services
539,Apertus Technologies Load Determination,50,Well-known port default risk.  These ports should not be providing services
540,uucpd,50,Well-known port default risk.  These ports should not be providing services
541,uucp-rlogin,50,Well-known port default risk.  These ports should not be providing services
542,commerce,50,Well-known port default risk.  These ports should not be providing services
543,Kerberos,60,Prohibited by policy
544,kerberos. krcmd,60,Prohibited by policy
545,appleqtcsrvr,50,Well-known port default risk.  These ports should not be providing services
546,DHCPv6 Client,50,Well-known port default risk.  These ports should not be providing services
547,DHCPv6 Server,50,Well-known port default risk.  These ports should not be providing services
548,AFP over TCP,50,Well-known port default risk.  These ports should not be providing services
549,IDFP,50,Well-known port default risk.  These ports should not be providing services
550,new-who,50,Well-known port default risk.  These ports should not be providing services
551,cybercash,50,Well-known port default risk.  These ports should not be providing services
552,DeviceShare,50,Well-known port default risk.  These ports should not be providing services
553,pirp,50,Well-known port default risk.  These ports should not be providing services
